ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,pid_1,pid_2
RL,40.0,4280,Pave,0,Lvl,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,None,0.0,3,3,PConc,3,3,0,2,365.0,1,0.0,75.0,440.0,GasA,3,N,SBrkr,694,0,0,694,0.0,0.0,1,0,2,1,4,4,7,1,4,Detchd,1990.0,1,1.0,352.0,4,3,P,0,0,34,0,0,0,0,MnPrv,NONE,0,3,2007,WD ,90350,9,09
RL,60.0,9600,Pave,0,Lvl,AllPub,Corner,0,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,572.0,572.0,Grav,2,N,FuseF,572,524,0,1096,0.0,0.0,1,0,2,1,3,5,7,0,0,NONE,0.0,0,0.0,0.0,0,0,N,0,8,128,0,0,0,0,NONE,NONE,0,4,2008,WD ,79000,9,05
RL,70.0,9800,Pave,0,Lvl,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,3,3,0,5,894.0,1,0.0,0.0,894.0,GasA,3,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1975.0,1,2.0,552.0,3,3,Y,256,0,0,0,0,0,0,GdWo,NONE,0,7,2006,WD ,149900,9,07
RL,63.0,7560,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Hip,CompShg,MetalSd,None,0.0,3,3,CBlock,4,3,0,3,119.0,5,613.0,132.0,864.0,GasA,3,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1977.0,1,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,5,2008,WD ,123000,5,27
RM,60.0,9600,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,None,0.0,3,3,BrkTil,3,2,0,1,0.0,1,0.0,1095.0,1095.0,GasW,2,N,SBrkr,1095,679,0,1774,1.0,0.0,2,0,4,2,3,8,5,0,0,2Types,1920.0,1,3.0,779.0,2,2,N,0,0,90,0,0,0,0,NONE,NONE,0,5,2006,WD ,87000,9,02
RL,76.0,9880,Pave,0,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,2,5,522.0,1,0.0,574.0,1096.0,GasA,3,Y,SBrkr,1118,0,0,1118,1.0,0.0,1,0,3,1,3,6,7,1,1,Attchd,1977.0,3,1.0,358.0,3,3,Y,203,0,0,0,0,576,4,GdPrv,NONE,0,7,2008,WD ,171000,9,14
RL,80.0,9600,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,None,0.0,3,3,CBlock,3,3,0,4,280.0,1,0.0,752.0,1032.0,GasA,3,Y,FuseA,1032,220,0,1252,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1950.0,1,1.0,288.0,3,3,Y,0,0,96,0,0,0,0,NONE,NONE,0,4,2008,WD ,119000,5,34
RL,70.0,7931,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,None,0.0,3,3,CBlock,3,3,0,4,1148.0,1,0.0,0.0,1148.0,GasA,3,Y,SBrkr,1148,0,0,1148,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1959.0,1,1.0,672.0,3,3,Y,0,0,0,0,0,0,0,GdPrv,NONE,0,7,2009,WD ,132500,5,35
RM,40.8639733961161,5100,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,None,0.0,3,4,PConc,3,3,0,1,0.0,1,0.0,588.0,588.0,GasA,2,Y,SBrkr,833,833,0,1666,0.0,0.0,1,0,3,1,4,7,7,1,4,Detchd,1925.0,1,1.0,228.0,3,3,Y,192,63,0,0,0,0,0,MnPrv,NONE,0,6,2008,WD ,161000,9,03
RL,42.7982197416151,9720,Pave,1,Lvl,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,VinylSd,BrkFace,134.0,4,3,PConc,4,3,1,6,1194.0,1,0.0,163.0,1357.0,GasA,5,Y,SBrkr,1366,581,0,1947,1.0,0.0,2,1,3,1,4,7,7,1,3,BuiltIn,2001.0,3,3.0,725.0,3,3,Y,168,116,0,0,0,0,0,NONE,NONE,0,1,2008,WD ,274000,9,07
RL,70.0,8521,Pave,0,Lvl,AllPub,FR2,0,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,0,5,842.0,1,0.0,70.0,912.0,GasA,3,Y,SBrkr,912,0,0,912,0.0,0.0,1,0,3,1,3,5,7,1,2,Detchd,1974.0,1,1.0,336.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,NONE,0,5,2010,WD ,125000,9,05
RL,52.0,8741,Pave,0,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,Duplex,1Story,5,6,1946,1950,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1195.0,1195.0,GasA,3,N,SBrkr,1195,0,0,1195,0.0,0.0,2,0,4,2,3,8,7,0,0,NONE,0.0,0,0.0,0.0,0,0,N,118,0,0,0,0,0,0,GdWo,NONE,0,7,2007,WD ,98500,9,08
RL,89.0,12461,Pave,0,Lvl,AllPub,Corner,0,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,None,0.0,4,3,PConc,4,3,0,6,1456.0,1,0.0,168.0,1624.0,GasA,5,Y,SBrkr,1624,0,0,1624,1.0,0.0,2,0,2,1,4,5,7,1,2,Attchd,1994.0,2,3.0,757.0,3,3,Y,0,114,192,0,0,0,0,GdPrv,NONE,0,7,2006,WD ,262000,5,33
RL,76.0,6950,Pave,1,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,BrkFace,40.0,3,3,CBlock,3,3,0,5,710.0,4,72.0,132.0,914.0,GasA,3,Y,SBrkr,914,0,0,914,1.0,0.0,1,0,2,1,3,5,7,0,0,Attchd,1979.0,1,2.0,444.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,10,2009,WD ,134900,9,07
RL,115.0,16905,Pave,0,Lvl,AllPub,Inside,0,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,None,0.0,3,4,CBlock,3,3,3,4,967.0,1,0.0,383.0,1350.0,GasA,4,Y,SBrkr,1328,0,0,1328,0.0,1.0,1,1,2,1,3,5,7,2,4,Attchd,1959.0,2,1.0,308.0,3,3,P,0,104,0,0,0,0,0,NONE,NONE,0,7,2007,WD ,170000,9,16
RL,53.0,7155,Pave,0,Lvl,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,686.0,686.0,GasA,3,Y,SBrkr,686,775,0,1461,0.0,0.0,1,0,3,1,3,6,7,1,4,Detchd,1926.0,1,1.0,225.0,3,3,N,0,0,116,0,0,0,0,MnPrv,NONE,0,7,2007,WD ,135000,9,09
RL,73.75546570808798,9205,Pave,1,Lvl,AllPub,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,CompShg,HdBoard,BrkFace,304.0,4,3,PConc,4,3,0,5,704.0,1,0.0,226.0,930.0,GasA,5,Y,SBrkr,1364,1319,0,2683,1.0,0.0,2,1,4,1,4,9,7,2,4,Attchd,1990.0,2,2.0,473.0,3,3,Y,237,251,0,0,196,0,0,NONE,NONE,0,6,2008,WD ,290000,5,33
RL,64.0,7697,Pave,0,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,BrkFace,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1246.0,1246.0,GasA,5,Y,SBrkr,1258,0,0,1258,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2007.0,2,2.0,462.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,8,2007,New,173500,5,28
RL,78.0,7800,Pave,0,Bnk,AllPub,Inside,1,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,None,0.0,3,4,CBlock,3,4,0,6,603.0,1,0.0,293.0,896.0,GasA,5,Y,SBrkr,1112,896,0,2008,1.0,0.0,3,0,3,1,5,8,7,0,0,Attchd,1948.0,1,1.0,230.0,3,3,Y,103,0,0,0,0,0,0,NONE,NONE,0,8,2006,WD ,225000,9,05
RL,63.215436299420574,14357,Pave,1,Lvl,AllPub,CulDSac,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,5,311.0,2,167.0,386.0,864.0,GasA,3,Y,SBrkr,1187,0,0,1187,1.0,0.0,1,0,2,1,3,6,7,1,3,Attchd,1961.0,2,2.0,440.0,3,3,Y,128,0,0,0,0,0,0,NONE,NONE,0,8,2007,CWD,140500,5,34
RL,65.0,8775,Pave,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,0,6,495.0,1,0.0,495.0,990.0,GasA,4,Y,SBrkr,990,0,0,990,0.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1996.0,1,1.0,299.0,3,3,Y,0,64,0,0,0,0,0,NONE,NONE,0,4,2007,WD ,126000,9,07
FV,24.0,2645,Pave,0,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,1999,Gable,CompShg,MetalSd,BrkFace,466.0,4,3,PConc,4,3,0,6,612.0,1,0.0,348.0,960.0,GasA,5,Y,SBrkr,962,624,0,1586,1.0,0.0,2,1,3,1,4,7,7,0,0,Detchd,1999.0,1,2.0,480.0,3,3,Y,169,0,0,0,0,0,0,NONE,NONE,0,12,2008,WD ,170000,5,33
RL,43.0,13568,Pave,2,Lvl,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,0,5,716.0,1,0.0,274.0,990.0,GasA,5,Y,SBrkr,990,0,0,990,0.0,1.0,1,0,3,1,3,5,7,0,0,Attchd,1996.0,1,2.0,576.0,3,3,Y,224,0,0,0,0,0,0,NONE,NONE,0,7,2006,WD ,156000,9,07
RL,47.0,16321,Pave,1,Lvl,AllPub,CulDSac,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,3,4,1277.0,1,0.0,207.0,1484.0,GasA,3,Y,SBrkr,1600,0,0,1600,1.0,0.0,1,0,2,1,3,6,7,2,4,Attchd,1957.0,2,1.0,319.0,3,3,Y,288,258,0,0,0,0,0,NONE,NONE,0,12,2006,WD ,207500,5,35
FV,72.0,8640,Pave,0,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,2,6,350.0,1,0.0,546.0,896.0,GasA,5,Y,SBrkr,896,896,0,1792,0.0,0.0,2,1,3,1,4,8,7,0,0,Attchd,2007.0,3,2.0,590.0,3,3,Y,184,96,0,0,0,0,0,NONE,NONE,0,11,2007,New,255000,5,28
RM,21.0,1596,Pave,0,Lvl,AllPub,Inside,0,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,None,0.0,3,3,CBlock,4,3,3,6,437.0,1,0.0,25.0,462.0,GasA,3,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,1,1,3,4,7,1,1,BuiltIn,1973.0,2,1.0,297.0,3,3,Y,0,101,0,120,0,0,0,GdWo,NONE,0,7,2008,WD ,94900,9,23
RL,70.0,7315,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,None,0.0,3,3,CBlock,3,3,0,3,625.0,1,0.0,545.0,1170.0,GasA,3,Y,SBrkr,1170,0,0,1170,0.0,1.0,1,0,3,1,3,6,7,1,3,Attchd,1958.0,2,1.0,338.0,3,3,Y,0,0,0,0,225,0,0,NONE,NONE,0,3,2007,WD ,140000,5,35
RM,42.0,7614,Pave,0,Lvl,AllPub,Inside,1,OldTown,Norm,Norm,1Fam,2Story,3,5,1905,1950,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,738.0,738.0,GasA,4,Y,FuseA,714,662,0,1376,0.0,0.0,1,0,2,1,3,7,7,0,0,Detchd,1930.0,1,1.0,216.0,3,3,N,0,0,104,0,225,0,0,NONE,NONE,0,3,2006,WD ,96900,9,02
RL,48.434199296066474,11000,Pave,1,Lvl,AllPub,CulDSac,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,BrkFace,200.0,3,3,CBlock,3,3,1,4,740.0,3,230.0,184.0,1154.0,GasA,5,Y,SBrkr,1154,0,0,1154,0.0,0.0,1,1,3,1,3,6,7,1,1,Attchd,1966.0,2,2.0,480.0,3,3,Y,0,58,0,0,0,0,0,MnPrv,NONE,0,11,2009,WD ,154000,5,34
RM,82.82566529326513,10337,Pave,1,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,2Story,8,9,1910,1999,Hip,CompShg,VinylSd,None,0.0,4,4,BrkTil,3,3,0,1,0.0,1,0.0,725.0,725.0,GasA,5,N,SBrkr,909,863,0,1772,0.0,0.0,2,1,3,1,4,7,7,0,0,Detchd,1992.0,1,2.0,816.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,NONE,0,5,2007,WD ,184900,9,02
RL,114.0,14803,Pave,0,Lvl,AllPub,Inside,0,NridgHt,PosN,Norm,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,BrkFace,816.0,5,3,PConc,5,3,2,6,1636.0,1,0.0,442.0,2078.0,GasA,5,Y,SBrkr,2084,0,0,2084,1.0,0.0,2,0,2,1,5,7,7,1,4,Attchd,2007.0,3,3.0,1220.0,3,3,Y,188,45,0,0,0,0,0,NONE,NONE,0,6,2008,New,385000,5,28
RM,50.0,8765,Pave,0,Lvl,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,5,285.0,1,0.0,666.0,951.0,GasA,5,N,SBrkr,951,0,0,951,0.0,0.0,1,0,2,1,3,6,7,0,0,Detchd,1936.0,1,1.0,327.0,3,3,Y,0,28,0,0,0,0,0,NONE,NONE,0,4,2006,WD ,106500,9,10
RL,106.0,12720,Pave,0,Lvl,AllPub,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,BrkFace,150.0,4,3,PConc,4,3,1,6,1173.0,1,0.0,282.0,1455.0,GasA,5,Y,SBrkr,1466,1221,0,2687,1.0,0.0,2,1,4,1,4,10,7,2,3,BuiltIn,2000.0,2,3.0,810.0,3,3,Y,252,30,0,0,0,0,0,NONE,NONE,0,9,2009,WD ,327000,5,28
RL,85.0,11128,Pave,0,Lvl,AllPub,Corner,0,Somerst,PosN,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,Stone,198.0,5,3,PConc,5,3,3,6,2158.0,1,0.0,300.0,2458.0,GasA,5,Y,SBrkr,2490,0,0,2490,1.0,0.0,2,0,2,1,5,9,7,2,4,Attchd,2005.0,3,3.0,795.0,3,3,Y,70,226,0,0,0,0,0,GdPrv,NONE,0,10,2009,WD ,468000,5,28
RM,60.0,5160,Pave,0,Lvl,AllPub,Corner,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,None,0.0,3,2,BrkTil,3,3,0,1,0.0,1,0.0,1204.0,1204.0,GasA,3,Y,FuseA,1204,462,0,1666,0.0,0.0,1,0,3,1,3,4,7,0,0,Detchd,1927.0,1,1.0,384.0,2,3,Y,0,0,148,0,0,0,0,NONE,NONE,0,8,2009,WD ,135000,9,03
RL,63.0,13072,Pave,0,Lvl,AllPub,Inside,0,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1141.0,1141.0,GasA,5,Y,SBrkr,1141,0,0,1141,0.0,0.0,1,1,3,1,3,6,7,0,0,Detchd,2005.0,1,2.0,484.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,3,2006,WD ,142500,5,31
RL,73.0,8814,Pave,0,Lvl,AllPub,Inside,0,NAmes,Feedr,Norm,1Fam,2Story,5,6,1968,1968,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,0,2,732.0,1,0.0,0.0,732.0,GasA,5,Y,SBrkr,732,732,0,1464,0.0,0.0,1,1,4,1,3,7,7,0,0,Attchd,1968.0,1,2.0,470.0,3,3,Y,0,40,0,0,0,0,0,NONE,NONE,0,6,2008,WD ,141000,5,34
RL,70.0,7000,Pave,0,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,4,3,3,6,969.0,1,0.0,148.0,1117.0,GasA,3,Y,SBrkr,820,527,0,1347,1.0,0.0,1,0,3,1,3,5,7,0,0,NONE,0.0,0,0.0,0.0,0,0,N,85,0,148,0,0,0,0,NONE,NONE,0,1,2008,WD ,107500,9,05
RL,59.0,4484,Pave,1,Lvl,AllPub,Corner,0,SWISU,Norm,Norm,2fmCon,1.5Fin,5,6,1942,1979,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,0,5,485.0,1,0.0,187.0,672.0,GasA,3,N,SBrkr,778,504,0,1282,1.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1942.0,1,1.0,240.0,3,3,Y,0,88,0,0,0,0,0,MnPrv,NONE,0,7,2007,WD ,108500,9,04
RL,72.26513256070022,9019,Pave,1,Lvl,AllPub,Inside,0,SawyerW,RRAe,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,0,5,274.0,1,0.0,362.0,636.0,GasA,5,Y,SBrkr,636,684,0,1320,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,1994.0,3,2.0,472.0,3,3,Y,0,40,0,0,0,0,0,NONE,NONE,0,7,2006,WD ,150000,5,31
C (all),60.0,8520,Grvl,0,Bnk,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,5,1916,1950,Gable,CompShg,MetalSd,None,0.0,3,3,PConc,2,2,0,1,0.0,1,0.0,216.0,216.0,GasA,2,N,SBrkr,576,360,0,936,0.0,0.0,1,0,2,1,3,6,7,0,0,NONE,0.0,0,0.0,0.0,0,0,N,0,0,0,0,0,0,0,NONE,NONE,0,4,2006,WD ,78000,9,11
RL,92.0,11932,Pave,0,Lvl,AllPub,FR2,0,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,Stone,186.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1580.0,1580.0,GasA,5,Y,SBrkr,1580,0,0,1580,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2008.0,2,3.0,830.0,3,3,Y,0,24,0,0,0,0,0,NONE,NONE,0,6,2008,ConLD,235128,5,28
RL,507.0136013402508,115149,Pave,2,Low,AllPub,CulDSac,2,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Stone,351.0,3,3,CBlock,4,3,3,6,1219.0,1,0.0,424.0,1643.0,GasA,3,Y,SBrkr,1824,0,0,1824,1.0,0.0,2,0,2,1,4,5,7,2,3,Attchd,1971.0,1,2.0,739.0,3,3,Y,380,48,0,0,0,0,0,NONE,NONE,0,6,2007,WD ,302000,9,05
RL,40.0,14330,Pave,1,Lvl,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,2001,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,0,3,88.0,5,596.0,180.0,864.0,GasA,3,Y,SBrkr,1558,0,0,1558,1.0,0.0,2,0,2,1,3,5,5,0,0,Attchd,1975.0,3,2.0,440.0,3,3,Y,140,0,239,0,227,0,0,NONE,NONE,0,8,2008,WD ,163000,9,07
RL,67.0,8777,Pave,0,Lvl,AllPub,Inside,1,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,None,0.0,3,4,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,N,SBrkr,640,0,0,640,0.0,0.0,1,0,2,1,3,5,6,0,0,Detchd,1945.0,1,1.0,240.0,3,3,N,0,0,0,0,0,0,0,NONE,NONE,0,4,2010,ConLD,84900,9,08
RL,24.0,2308,Pave,0,Lvl,AllPub,Inside,0,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,0,5,257.0,3,495.0,103.0,855.0,GasA,3,Y,SBrkr,855,467,0,1322,0.0,1.0,2,1,3,1,3,6,7,1,2,Attchd,1974.0,1,2.0,440.0,3,3,Y,260,0,0,0,0,0,0,NONE,NONE,0,6,2009,WD ,147000,5,27
RM,50.0,2500,Pave,0,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,None,0.0,4,3,PConc,3,3,0,5,299.0,1,0.0,611.0,910.0,GasA,5,Y,SBrkr,916,910,0,1826,1.0,0.0,1,1,4,1,5,7,5,1,4,Attchd,1915.0,1,1.0,164.0,2,2,Y,0,0,0,0,0,0,0,NONE,NONE,0,6,2009,WD ,155000,9,03
RL,50.0,8049,Pave,1,Lvl,AllPub,CulDSac,0,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,BrkFace,54.0,3,3,CBlock,4,3,0,5,1053.0,1,0.0,256.0,1309.0,GasA,3,Y,SBrkr,1339,0,0,1339,1.0,0.0,2,0,2,1,3,6,7,1,3,Attchd,1990.0,3,2.0,484.0,4,4,Y,0,58,0,0,90,0,0,NONE,NONE,0,7,2006,WD ,180000,9,16
RM,70.0,5600,Pave,0,Lvl,AllPub,Inside,0,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,SBrkr,372,720,0,1092,0.0,0.0,2,0,3,2,2,7,4,0,0,NONE,0.0,0,0.0,0.0,0,0,N,0,0,0,0,0,0,0,NONE,Othr,3500,7,2010,WD ,55000,9,03
RL,73.0,9590,Pave,1,Lvl,AllPub,Corner,0,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,BrkFace,442.0,4,3,PConc,5,3,2,6,786.0,1,0.0,82.0,868.0,GasA,5,Y,SBrkr,1146,0,0,1146,1.0,0.0,2,0,3,1,4,6,7,1,4,Attchd,2003.0,3,2.0,438.0,3,3,Y,160,22,0,0,0,0,0,NONE,NONE,0,5,2007,WD ,187500,9,16
RL,72.0,7200,Pave,0,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,BrkFace,255.0,3,3,CBlock,3,3,2,5,631.0,1,0.0,410.0,1041.0,GasA,5,Y,SBrkr,1125,0,0,1125,1.0,0.0,1,0,3,1,3,6,7,1,2,Detchd,1977.0,1,1.0,352.0,3,3,Y,296,0,0,0,0,0,0,GdWo,NONE,0,10,2009,WD ,125000,9,08
RL,86.0,11500,Pave,1,Lvl,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,None,0.0,4,3,CBlock,4,3,0,3,223.0,1,0.0,794.0,1017.0,GasA,4,Y,SBrkr,1020,1037,0,2057,0.0,0.0,1,1,3,1,4,6,7,1,4,Attchd,1936.0,3,1.0,180.0,2,3,Y,0,0,0,0,322,0,0,NONE,NONE,0,6,2006,WD ,250000,9,09
RM,60.0,6756,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,1950,Mansard,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,4,0,1,0.0,1,0.0,481.0,481.0,GasA,3,N,FuseA,899,0,0,899,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1930.0,1,1.0,200.0,2,3,P,0,0,96,0,0,0,0,NONE,NONE,0,9,2008,WD ,78000,9,02
RM,63.0,11426,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,None,0.0,3,3,Stone,3,3,0,1,0.0,1,0.0,828.0,828.0,GasA,4,Y,FuseA,828,658,108,1594,0.0,0.0,2,0,3,2,3,9,7,0,0,NONE,0.0,0,0.0,0.0,0,0,N,0,172,109,0,0,0,0,NONE,NONE,0,6,2008,WD ,118000,9,02
RL,93.0,12030,Pave,0,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,BrkFace,254.0,5,3,PConc,5,3,0,1,0.0,1,0.0,1694.0,1694.0,GasA,5,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2007.0,3,3.0,818.0,3,3,Y,168,228,0,0,0,0,0,NONE,NONE,0,12,2007,New,318000,5,28
RL,80.0,9554,Pave,1,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,BrkFace,125.0,4,3,PConc,4,3,0,6,380.0,1,0.0,397.0,777.0,GasA,5,Y,SBrkr,1065,846,0,1911,0.0,0.0,2,1,3,1,4,8,7,1,3,Attchd,1993.0,2,2.0,471.0,3,3,Y,182,81,0,0,0,0,0,NONE,NONE,0,9,2006,WD ,215000,9,06
